epoch_id,validator_address,validator_name,voting_power,delegated_stake,applied_fee,effective_fee
370,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.98,120273347,0.99,4.98
371,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.91,118556495,0.99,4.91
372,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.89,118623266,0.99,4.89
373,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.89,118636490,0.99,4.89
374,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.9,118660058,0.99,4.9
375,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.9,118695856,0.99,4.9
376,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.88,118232088,0.99,4.88
377,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.89,118241749,0.99,4.89
378,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.94,118221097,0.99,4.94
379,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.87,118174033,0.99,4.87
380,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.88,118209566,0.99,4.88
381,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,5.05,118260529,0.99,5.05
382,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.89,118397338,0.99,4.89
383,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.88,118473561,0.99,4.88
384,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.89,118951595,0.99,4.89
385,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.88,118752864,0.99,4.88
386,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,PANDABYTE I,4.87,118792968,0.99,4.87
